i,d
b,i,o,i,d
d,a,t,e,_,o,f,_,b,i,r,t,h
1039,T000436,1911-07-23
1040,T000445,1928-05-04
1041,V000109,1924-10-25
1042,W000065,1917-08-23
1043,W000290,1927-12-17
1044,W000362,1920-12-19
1045,W000518,1904-05-17
1046,Y000006,1903-06-08
1047,S000739,1920-09-29
1048,A000161,1907-01-02
1049,A000223,1904-02-22
1050,B000201,1904-04-20
1051,B000593,1909-05-15
1052,C000758,1901-08-23
1053,C001014,1911-05-14
1054,F000137,1913-12-15
1055,F000233,1913-03-23
1056,G000055,1933-04-08
1057,G000098,1903-11-10
1058,H000081,1900-08-22
1059,H000197,1903-06-01
1060,H000237,1930-11-13
1061,H000530,1909-02-14
1062,I000039,1926-09-07
1063,K000013,1913-01-07
1064,K000070,1906-08-20
1065,K000318,1924-03-12
1066,K000343,1920-05-12
1067,M000011,1916-10-14
1068,M000730,1916-06-06
1069,M000892,1923-04-16
1070,M000990,1919-08-20
1071,M001074,1900-12-24
1072,M001078,1900-06-03
1073,P000405,1920-10-30
1074,P000426,1911-02-18
1075,R000164,1924-07-13
1076,S000232,1921-02-20
1077,S000560,1926-07-23
1078,T000128,1905-11-01
1079,W000049,1911-06-18
1080,W000410,1915-05-14
1081,W000517,1918-12-04
1082,W000559,1904-10-02
1083,C000721,1926-07-27
1084,G000282,1926-03-16
1085,A000024,1907-12-14
1086,A000229,1916-02-05
1087,B000239,1917-04-26
1088,B000241,1925-02-13
1089,B000416,1902-10-06
1090,B000436,1909-11-20
1091,B001155,1926-10-30
1092,B001201,1917-11-01
1093,C000019,1912-06-25
1094,C000596,1914-06-24
1095,C000823,1922-01-01
1096,C000869,1922-08-04
1097,C000991,1912-09-10
1098,D000001,1918-09-24
1099,D000239,1916-04-11
1100,D000409,1915-07-07
1101,E000266,1915-02-24
1102,F000012,1902-07-24
1103,F000015,1902-10-12
1104,F000060,1905-02-16
1105,F000272,1933-12-22
1106,F000401,1905-04-09
1107,G000175,1920-06-17
1108,G000531,1914-01-12
1109,H000922,1922-02-10
1110,J000108,1916-01-27
1111,K000264,1919-07-01
1112,L000024,1922-09-01
1113,L000069,1913-01-05
1114,L000344,1915-08-19
1115,L000477,1929-01-16
1116,M000010,1922-07-12
1117,M000148,1926-08-07
1118,M000273,1914-05-18
1119,M000318,1927-09-24
1120,M000530,1914-12-31
1121,M000667,1928-01-30
1122,M000832,1917-12-25
1123,O000090,1907-07-19
1124,O000083,1916-12-17
1125,P000415,1920-04-11
1126,P000477,1908-11-29
1127,R000152,1906-09-19
1128,R000159,1924-01-07
1129,R000280,1905-09-28
1130,R000389,1900-08-01
1131,R000420,1914-07-13
1132,R000464,1918-01-18
1133,R000508,1932-07-09
1134,S000096,1916-06-24
1135,S000108,1913-10-12
1136,S000602,1915-10-06
1137,S000769,1914-10-09
1138,W000192,1902-05-21
1139,W000197,1922-08-30
1140,W000671,1916-08-31
1141,N000116,1913-01-09
1142,A000002,1908-05-21
1143,A000016,1903-05-16
1144,A000203,1921-06-17
1145,A000205,1911-02-12
1146,A000206,1906-12-12
1147,B000141,1911-09-09
1148,B000272,1927-06-19
1149,B000315,1932-04-06
1150,B000426,1904-05-26
1151,B000548,1930-04-10
1152,B000594,1914-02-15
1153,B000676,1901-02-20
1154,B000851,1930-11-23
1155,B001026,1923-03-09
1156,B001212,1906-06-22
1157,B001216,1913-06-12
1158,C000002,1906-10-27
1159,C000017,1932-07-06
1160,C000153,1915-12-30
1161,C000702,1928-08-27
1162,C000772,1905-08-25
1163,C000997,1933-11-30
1164,C000775,1907-04-20
1165,D000462,1905-05-06
1166,D000467,1912-02-11
1167,D000587,1902-07-04
1168,E000054,1919-04-07
1169,E000067,1927-08-07
1170,F000013,1907-01-29
1171,F000245,1906-10-15
1172,F000422,1903-03-01
1173,G000015,1928-07-22
1174,G000016,1921-03-02
1175,G000034,1929-12-20
1176,G000071,1903-02-07
1177,G000458,1926-05-09
1178,H000010,1916-05-24
1179,H000049,1910-09-14
1180,H000085,1913-11-19
1181,H000291,1912-12-10
1182,H000297,1919-05-31
1183,H000566,1916-10-16
1184,H000875,1904-08-16
1185,H000947,1906-04-17
1186,J000206,1904-12-09
1187,K000038,1917-04-15
1188,K000053,1915-11-22
1189,K000351,1919-05-09
1190,L000240,1906-08-17
1191,L000333,1914-05-24
1192,L000382,1914-01-11
1193,L000429,1928-06-16
1194,M000113,1903-03-16
1195,M000393,1901-11-24
1196,M000410,1932-06-28
1197,M000445,1915-03-17
1198,M000513,1928-10-26
1199,M000847,1911-12-23
1200,M000876,1915-09-24
1201,M001009,1921-08-07
1202,M001021,1914-09-19
1203,M001033,1911-09-23
1204,O000058,1904-05-26
1205,P000100,1907-03-17
1206,P000196,1902-08-22
1207,P000366,1903-04-16
1208,P000401,1923-10-19
1209,P000559,1919-05-13
1210,P000569,1919-05-05
1211,R000143,1913-09-27
1212,R000562,1922-06-28
1213,S000133,1930-08-12
1214,S000161,1906-05-28
1215,S000174,1900-11-11
1216,S000545,1909-10-08
1217,S000756,1909-04-12
1218,S001136,1901-06-26
1219,T000010,1917-02-26
1220,T000134,1924-11-14
1221,T000217,1925-02-05
1222,T000410,1934-06-26
1223,W000212,1902-07-09
1224,W000320,1902-09-14
1225,E000068,1929-03-08
1226,A000017,1931-02-24
1227,B000069,1915-12-29
1228,B000200,1919-03-28
1229,B000506,1927-02-14
1230,B000550,1911-08-17
1231,B000771,1932-10-15
1232,B000778,1903-06-17
1233,B000871,1919-10-26
1234,B000893,1922-06-28
1235,B000967,1919-11-04
1236,C000073,1908-05-11
1237,C000143,1919-04-11
1238,C000220,1904-04-16
1239,C000275,1917-07-22
1240,C000431,1915-12-24
1241,C000448,1928-09-14
1242,C000629,1915-12-12
1243,C000637,1925-03-05
1244,C000925,1938-03-14
1245,C001006,1905-03-15
1246,D000102,1914-10-28
1247,D000122,1916-09-12
1248,D000220,1918-11-06
1249,D000234,1923-11-29
1250,D000241,1912-06-07
1251,D000419,1901-06-18
1252,D000434,1916-04-14
1253,D000523,1915-09-27
1254,E000018,1904-11-28
1255,F000152,1903-11-22
1256,F000371,1916-01-17
1257,F000388,1932-05-12
1258,G000144,1912-06-19
1259,G000387,1919-05-10
1260,G000407,1910-01-17
1261,G000465,1923-11-06
1262,G000471,1912-01-29
1263,G000504,1919-03-05
1264,G000512,1916-02-01
1265,G000528,1934-07-16
1266,H000164,1914-06-09
1267,H000168,1934-02-25
1268,H000170,1912-10-16
1269,H000174,1907-06-14
1270,H000175,1926-08-03
1271,H000306,1922-07-04
1272,H000317,1916-02-07
1273,H000346,1924-02-21
1274,H000692,1928-09-30
1275,H000713,1903-12-03
1276,H000802,1915-05-06
1277,H000897,1922-08-29
1278,H000906,1932-10-17
1279,H000972,1908-11-25
1280,K000037,1927-03-30
1281,K000195,1904-06-15
1282,K000348,1924-07-09
1283,K000356,1925-07-11
1284,L000049,1916-01-21
1285,M000070,1917-06-10
1286,M000078,1929-02-21
1287,M000121,1912-06-15
1288,M000175,1907-07-09
1289,M000242,1930-11-17
1290,M000286,1917-01-19
1291,M000486,1915-02-20
1292,M000603,1925-11-09
1293,M000671,1911-01-28
1294,M000779,1924-08-12
1295,M000799,1911-10-24
1296,M000833,1930-08-13
1297,M000851,1928-01-05
1298,N000028,1904-10-11
1299,P000166,1920-05-07
1300,P000399,1925-12-27
1301,P000485,1931-04-25
1302,P000528,1927-09-07
1303,R000065,1924-01-29
1304,R000150,1925-06-24
1305,R000357,1915-10-30
1306,R000422,1927-05-28
1307,R000424,1903-11-29
1308,R000484,1926-02-23
1309,R000545,1916-02-07
1310,S000045,1921-10-23
1311,S000102,1908-07-23
1312,S000121,1923-03-14
1313,S000189,1915-07-01
1314,S000383,1923-11-29
1315,S000548,1911-09-29
1316,S000836,1938-11-03
1317,S001037,1907-04-05
1318,T000109,1909-09-18
1319,T000233,1905-11-05
1320,T000265,1929-02-24
1321,T000321,1937-06-09
1322,V000093,1915-04-14
1323,W000035,1925-02-15
1324,W000147,1908-08-29
1325,W000445,1906-03-17
1326,W000525,1913-09-15
1327,W000778,1917-06-15
1328,Y000035,1920-09-07
1329,Y000052,1922-12-26
1330,Z000010,1921-09-17
1331,Z000016,1907-02-08
1332,W000782,1917-03-16
1333,F000260,1913-07-14
1334,A000018,1920-07-24
1335,A000073,1908-05-10
1336,A000127,1912-12-28
1337,B000254,1928-01-22
1338,B000330,1914-09-19
1339,B000351,1921-09-03
1340,B000362,1908-10-29
1341,B000451,1931-01-05
1342,C000228,1915-07-27
1343,C000388,1924-07-25
1344,C000409,1921-07-24
1345,C000682,1930-09-17
1346,C000802,1900-05-11
1347,C000979,1932-08-08
1348,D000041,1908-10-18
1349,D000474,1919-02-01
1350,D000574,1936-03-29
1351,E000213,1927-08-04
1352,E000214,1920-12-04
1353,E000273,1910-10-24
1354,F000424,1927-01-27
1355,G000388,1930-05-13
1356,G000420,1938-06-24
1357,G000513,1923-03-09
1358,H000073,1925-06-11
1359,H000327,1926-04-10
1360,H000392,1940-09-01
1361,H000408,1911-05-13
1362,H000438,1914-09-20
1363,H000465,1925-03-21
1364,H000479,1921-04-16
1365,H000563,1915-05-29
1366,H000638,1923-08-04
1367,H000851,1927-09-06
1368,H000965,1922-12-14
1369,H001011,1914-10-13
1370,H000437,1901-10-12
1371,J000057,1915-07-17
1372,J000064,1904-05-18
1373,J000115,1906-04-17
1374,J000248,1912-06-12
1375,K000014,1922-08-26
1376,L000054,1907-09-10
1377,L000360,1937-05-12
1378,M000005,1917-06-06
1379,M000053,1905-04-12
1380,M000349,1921-06-10
1381,M000452,1922-07-19
1382,M000686,1937-01-17
1383,M000778,1909-05-24
1384,M000956,1925-10-05
1385,M000958,1906-10-13
1386,M001031,1906-05-07
1387,N000033,1916-06-04
1388,O000055,1925-11-08
1389,P000098,1900-06-27
1390,P000272,1916-07-18
1391,R000041,1909-07-16
1392,R000134,1925-03-26
1393,R000191,1910-04-09
1394,R000467,1920-09-12
1395,S000135,1907-07-07
1396,S000159,1926-06-01
1397,S000388,1912-07-06
1398,S000803,1932-02-27
1399,S000841,1942-03-15
1400,S000846,1929-03-10
1401,S000860,1913-08-14
1402,S000890,1930-10-10
1403,S000962,1928-09-22
1404,S001039,1935-05-25
1405,S001057,1902-08-21
1406,S001134,1927-09-28
1407,T000022,1920-02-22
1408,T000035,1913-08-09
1409,T000099,1910-01-31
1410,V000029,1922-11-26
1411,V000098,1918-11-10
1412,D000558,1935-01-22
1413,A000202,1933-02-01
1414,A000118,1912-01-06
1415,A000177,1924-07-14
1416,B000025,1929-08-21
1417,B000408,1928-07-22
1418,B000567,1945-11-07
1419,B000788,1913-11-29
1420,B000917,1923-08-12
1421,B001091,1913-01-14
1422,B001092,1910-03-30
1423,B001102,1932-10-05
1424,B001111,1906-03-19
1425,B001209,1914-12-20
1426,B001221,1929-06-22
1427,C000120,1912-01-26
1428,C000137,1943-08-07
1429,C000164,1913-04-17
1430,C000263,1918-03-06
1431,C000476,1914-01-11
1432,C000782,1919-12-16
1433,C000787,1945-06-14
1434,C000992,1931-03-27
1435,D000211,1901-03-19
1436,D000255,1908-03-10
1437,E000096,1921-02-12
1438,E000240,1923-09-06
1439,F000218,1933-04-12
1440,F000229,1914-11-08
1441,F000350,1924-02-20
1442,F000381,1934-01-11
1443,G000036,1938-03-13
1444,H000166,1925-02-07
1445,H000230,1936-09-02
1446,H000384,1906-07-18
1447,H000675,1938-08-20
1448,H000953,1911-05-27
1449,J000266,1936-02-21
1450,K000153,1921-09-02
1451,K000162,1930-08-10
1452,K000302,1924-12-12
1453,K000325,1926-12-17
1454,L000561,1928-09-08
1455,L000221,1926-07-26
1456,M000065,1900-09-22
1457,M000105,1920-04-27
1458,M000436,1918-02-20
1459,M000626,1927-12-11
1460,M000675,1910-05-29
1461,M000685,1929-03-05
1462,M000708,1926-02-18
1463,M001035,1915-04-13
1464,M001121,1914-03-28
1465,M001128,1937-08-16
1466,P000134,1932-04-29
1467,P000273,1924-07-12
1468,P000348,1921-08-31
1469,Q000010,1923-09-18
1470,R000268,1934-11-03
1471,R000401,1921-06-04
1472,R000421,1916-03-23
1473,R000423,1925-11-06
1474,R000512,1926-09-29
1475,R000558,1925-05-05
1476,S000062,1934-12-31
1477,S000132,1935-07-03
1478,S000367,1927-04-21
1479,S000406,1906-06-03
1480,S000454,1910-12-14
1481,S000472,1906-05-06
1482,S000844,1917-01-13
1483,S000847,1938-05-15
1484,T000110,1910-04-06
1485,T000234,1924-01-04
1486,T000310,1935-06-25
1487,T000400,1943-06-13
1488,W000018,1918-09-07
1489,W000107,1912-07-11
1490,W000317,1920-07-31
1491,W000448,1927-12-03
1492,W000502,1919-12-10
1493,Y000028,1932-03-12
1494,Y000043,1916-11-10
1495,A000139,1925-11-30
1496,H000344,1928-04-29
1497,H000956,1912-02-20
1498,S000907,1940-02-08
1499,A000170,1928-06-27
1500,A000195,1922-02-15
1501,A000222,1923-01-11
1502,B000063,1925-11-15
1503,B000083,1926-04-27
1504,B000244,1937-04-04
1505,B000279,1940-01-20
1506,B000736,1927-03-02
1507,B001008,1928-03-19
1508,B001113,1931-03-15
1509,C000201,1910-09-02
1510,C000261,1945-08-01
1511,C000512,1920-06-13
1512,C000780,1920-10-20
1513,D000125,1942-10-23
1514,D000279,1915-12-21
1515,D000344,1922-12-02
1516,D000499,1920-11-15
1517,D000537,1920-12-04
1518,E000035,1913-07-16
1519,E000254,1917-08-07
1520,F000151,1914-01-11
1521,F000209,1903-11-26
1522,G000151,1919-10-15
1523,G000515,1919-04-30
1524,H000158,1920-07-19
1525,H000241,1926-04-14
1526,H000281,1921-01-01
1527,H000752,1941-08-11
1528,H000905,1926-04-15
1529,I000001,1926-06-27
1530,J000099,1936-05-19
1531,J000101,1928-12-23
1532,J000135,1907-12-02
1533,J000148,1930-06-02
1534,K000077,1924-07-31
1535,L000167,1934-03-30
1536,L000379,1922-09-27
1537,M000058,1939-03-11
1538,M000244,1940-11-30
1539,M000365,1921-12-14
1540,M000433,1920-01-05
1541,M000490,1925-02-23
1542,M000703,1926-01-21
1543,M000930,1923-04-08
1544,M001098,1926-08-03
1545,M001101,1932-04-16
1546,M001123,1929-03-30
1547,M001132,1943-05-04
1548,N000019,1925-05-28
1549,P000106,1905-08-22
1550,P000222,1919-09-27
1551,P000520,1919-01-11
1552,R000046,1902-03-08
1553,R000312,1913-03-28
1554,R000489,1920-04-11
1555,R000510,1924-03-17
1556,S000070,1920-12-02
1557,S000217,1916-09-10
1558,S000473,1915-03-18
1559,S000716,1918-03-01
1560,S000772,1910-04-29
1561,S000778,1907-08-03
1562,S000829,1904-03-02
1563,S000902,1912-08-06
1564,T000200,1918-07-26
1565,T000322,1925-09-29
1566,T000362,1928-07-16
1567,T000393,1941-02-14
1568,U000004,1914-03-09
1569,V000024,1914-07-25
1570,V000047,1913-04-07
1571,W000571,1917-02-15
1572,W000610,1916-04-05
1573,W000680,1919-01-04
1574,W000777,1941-10-12
1575,W000780,1924-06-09
1576,A000009,1923-02-13
1577,A000208,1926-05-19
1578,A000220,1934-09-21
1579,A000221,1928-09-21
1580,A000329,1927-04-05
1581,B000029,1929-09-28
1582,B000037,1945-07-21
1583,B000047,1940-07-30
1584,B000280,1939-08-21
1585,B000358,1935-03-21
1586,B000363,1935-08-06
1587,B000472,1914-04-24
1588,B000538,1942-08-08
1589,B000605,1916-05-17
1590,B000682,1932-10-21
1591,B000839,1930-12-22
1592,B000862,1941-09-12
1593,B000910,1927-06-18
1594,B001080,1921-12-05
1595,B001153,1932-12-15
1596,B001182,1925-06-02
1597,C000158,1937-01-31
1598,C000371,1924-11-30
1599,C000475,1923-04-27
1600,C000638,1916-04-29
1601,C000799,1926-07-18
1602,C000845,1946-11-17
1603,D000037,1936-03-17
1604,D000043,1915-02-20
1605,D000231,1938-03-18
1606,D000183,1942-03-07
1607,D000259,1924-07-15
1608,D000269,1926-09-15
1609,D000446,1937-06-26
1610,D000548,1943-07-21
1611,E000004,1929-09-04
1612,E000017,1931-05-05
1613,E000175,1948-09-01
1614,E000198,1931-02-27
1615,E000208,1937-11-07
1616,E000233,1941-11-10
1617,E000239,1946-08-17
1618,E000258,1931-11-05
1619,F000040,1911-04-11
1620,F000078,1910-02-25
1621,F000123,1921-06-23
1622,F000161,1928-11-03
1623,F000319,1913-04-23
1624,G000226,1934-05-31
1625,G000267,1909-01-01
1626,G000268,1938-07-15
1627,G000480,1923-01-10
1628,G000537,1913-11-29
1629,H000012,1943-11-27
1630,H000287,1936-11-28
1631,H000374,1927-01-24
1632,H000440,1931-06-21
1633,H000641,1942-03-16
1634,H000719,1934-11-24
1635,H000722,1938-12-29
1636,J000074,1925-06-01
1637,J000200,1936-03-03
1638,L000148,1922-08-02
1639,L000547,1953-05-26
1640,L000187,1938-05-19
1641,L000192,1933-08-18
1642,L000428,1918-11-03
1643,M000136,1927-02-12
1644,M000241,1922-07-24
1645,M000257,1931-01-07
1646,M000260,1943-08-29
1647,M000340,1908-01-31
1648,M000343,1927-09-29
1649,M000808,1923-05-08
1650,M000839,1944-08-18
1651,M000845,1909-09-18
1652,M001044,1934-02-06
1653,N000005,1947-05-16
1654,N000027,1929-02-14
1655,P000280,1921-09-07
1656,R000012,1932-01-22
1657,R000165,1912-02-22
1658,R000188,1916-09-18
1659,R000232,1923-11-15
1660,R000308,1935-01-30
1661,R000469,1927-11-01
1662,S000058,1937-08-13
1663,S000282,1927-04-18
1664,S000514,1931-08-31
1665,S000579,1920-01-24
1666,S000804,1924-02-20
1667,S000818,1940-02-11
1668,S000935,1946-11-10
1669,W000121,1926-04-21
1670,W000235,1931-07-26
1671,W000390,1923-04-29
1672,Z000002,1927-07-15
1673,B000756,1930-04-11
1674,A000076,1925-12-05
1675,A000207,1925-09-02
1676,B000422,1935-12-19
1677,B000845,1942-06-29
1678,B001156,1926-06-01
1679,C000356,1930-04-03
1680,C000666,1922-11-02
1681,C000773,1939-05-23
1682,C000788,1935-04-10
1683,C000871,1936-01-10
1684,D000017,1937-10-14
1685,E000084,1928-09-20
1686,E000204,1927-02-08
1687,E000236,1925-10-16
1688,F000088,1935-08-26
1689,F000286,1916-01-17
1690,H000058,1938-04-03
1691,H000144,1942-11-14
1692,H000171,1930-09-14
1693,H000269,1940-02-02
1694,H000439,1928-11-30
1695,H000582,1926-09-06
1696,J000013,1912-05-31
1697,K000025,1919-01-17
1698,K000304,1941-08-19
1699,L000265,1930-12-26
1700,L000413,1908-12-11
1701,M000143,1939-11-02
1702,M000183,1935-12-11
1703,M000413,1935-04-01
1704,M000589,1925-10-18
1705,M000635,1924-09-06
1706,M000796,1916-09-01
1707,O000134,1929-01-27
1708,P000104,1927-03-26
1709,P000121,1934-10-25
1710,P000230,1912-10-15
1711,P000546,1925-05-05
1712,P000553,1915-11-11
1713,R000067,1934-05-24
1714,R000337,1916-05-14
1715,R000442,1923-06-08
1716,S000087,1920-03-21
1717,S000286,1952-04-04
1718,S000776,1913-08-08
1719,S000852,1901-08-03
1720,T000367,1946-12-29
1721,V000026,1926-01-29
1722,W000180,1922-04-15
1723,W000253,1931-05-16
1724,W000528,1942-08-23
1725,W000636,1919-08-22
1726,W000686,1908-12-10
1727,Z000001,1912-11-18
1728,Z000013,1928-11-11
1729,A000052,1925-03-17
1730,A000219,1937-03-16
1731,B000160,1943-09-03
1732,B000298,1921-03-05
1733,B000647,1930-11-07
1734,C000079,1940-07-24
1735,C000165,1942-07-01
1736,C000322,1920-03-28
1737,C000555,1939-05-13
1738,E000033,1941-05-06
1739,E000043,1943-05-29
1740,E000259,1924-05-26
1741,F000102,1937-04-22
1742,F000347,1941-12-13
1743,F000430,1933-08-20
1744,G000499,1925-03-23
1745,H000070,1924-01-11
1746,H000302,1941-08-07
1747,H000449,1924-09-30
1748,H000490,1944-11-09
1749,H000624,1926-03-06
1750,H000747,1920-09-17
1751,H000951,1940-10-09
1752,J000232,1939-05-05
1753,K000190,1929-08-26
1754,K000322,1942-02-19
1755,L000396,1946-08-01
1756,L000411,1924-02-07
1757,L000417,1923-05-04
1758,L000516,1939-02-04
1759,M000346,1924-12-27
1760,M000512,1948-05-20
1761,M000826,1922-04-29
1762,M000860,1945-06-20
1763,M000923,1939-10-04
1764,O000010,1917-06-17
1765,O000098,1912-12-09
1766,R000495,1920-07-15
1767,S000230,1918-09-08
1768,S000409,1951-06-11
1769,S000669,1928-01-26
1770,S000991,1929-06-17
1771,W000038,1936-12-21
1772,W000227,1927-08-08
1773,W000406,1925-03-12
1774,W000419,1927-01-03
1775,Y000051,1923-11-22
1776,Z000014,1940-01-06
1777,S000055,1917-08-20
1778,B000966,1927-08-19
1779,A000031,1927-01-13
1780,B000024,1929-06-09
1781,B000432,1917-10-26
1782,B000600,1911-10-01
1783,B000615,1945-02-14
1784,B000620,1937-03-07
1785,B000666,1942-02-23
1786,B001158,1925-04-01
1787,C000321,1922-02-03
1788,C000877,1914-06-19
1789,D000038,1914-05-12
1790,D000065,1941-04-23
1791,D000106,1935-09-06
1792,D000359,1940-09-20
1793,D000366,1927-07-07
1794,D000466,1943-07-27
1795,D000534,1919-03-24
1796,F000329,1940-10-06
1797,G000072,1932-10-12
1798,G000400,1924-11-14
1799,H000840,1927-07-24
1800,J000216,1912-04-20
1801,K000011,1948-12-12
1802,K000019,1942-06-19
1803,K000086,1935-07-13
1804,K000309,1937-05-17
1805,L000116,1920-03-05
1806,L000486,1939-03-08
1807,L000506,1928-05-12
1808,M000023,1933-03-22
1809,M000527,1931-01-30
1810,M000688,1944-02-04
1811,N000095,1918-10-16
1812,P000522,1905-01-01
1813,Q000007,1947-02-04
1814,R000374,1909-06-07
1815,R000384,1943-10-04
1816,R000497,1930-05-18
1817,S000762,1928-01-09
1818,S000997,1916-09-27
1819,S001077,1937-03-13
1820,S001101,1955-09-15
1821,S001122,1950-10-18
1822,S001138,1938-04-23
1823,T000075,1928-02-10
1824,W000647,1939-09-22
1825,W000752,1926-12-08
1826,B000236,1941-07-21
1827,B000401,1921-02-11
1828,B000592,1916-03-13
1829,B000648,1946-07-28
1830,B000798,1934-11-02
1831,B001036,1940-06-04
1832,B001077,1908-06-19
1833,C000344,1941-01-30
1834,C000462,1917-06-12
1835,C000581,1942-06-15
1836,C000809,1941-10-14
1837,C000919,1909-08-10
1838,D000030,1936-09-05
1839,D000185,1937-05-08
1840,D000451,1942-12-02
1841,D000566,1934-08-19
1842,D000593,1948-11-15
1843,F000046,1933-02-06
1844,F000208,1937-08-15
1845,F000215,1937-08-29
1846,F000380,1928-07-31
1847,G000047,1933-01-09
1848,G000382,1943-09-21
1849,H000367,1907-08-31
1850,H000456,1938-10-23
1851,H000586,1953-04-24
1852,K000020,1924-01-24
1853,L000180,1931-05-06
1854,L000237,1944-11-27
1855,L000508,1925-07-09
1856,L000509,1931-02-11
1857,M000195,1939-12-26
1858,M000250,1916-10-08
1859,M000678,1917-06-04
1860,M000811,1933-08-20
1861,M000842,1928-11-23
1862,M000992,1944-10-08
1863,N000106,1924-09-12
1864,P000080,1929-09-09
1865,P000097,1941-03-27
1866,P000218,1900-09-08
1867,R000249,1938-02-04
1868,R000354,1942-03-07
1869,R000482,1957-05-24
1870,S000014,1930-05-28
1871,S000068,1936-09-30
1872,S000136,1947-03-25
1873,S000143,1953-10-13
1874,S000393,1934-07-28
1875,S000527,1938-01-19
1876,S000584,1944-06-26
1877,S000601,1945-10-31
1878,S000622,1911-06-30
1879,S000795,1930-02-08
1880,T000053,1950-10-11
1881,W000044,1940-12-28
1882,W000092,1933-02-27
1883,W000426,1939-09-18
1884,W000607,1933-08-23
1885,W000763,1922-12-22
1886,B001166,1924-06-12
1887,A000103,1934-01-16
1888,A000189,1913-02-21
1889,A000212,1915-01-12
1890,A000213,1938-02-21
1891,A000226,1948-04-14
1892,A000337,1942-10-21
1893,B000153,1922-03-20
1894,B000204,1947-09-19
1895,B000371,1910-12-02
1896,B000551,1928-02-14
1897,B000639,1941-04-21
1898,B001225,1943-07-28
1899,B000890,1922-04-28
1900,B000919,1940-02-12
1901,B000971,1944-03-25
1902,B001172,1935-04-08
1903,B001220,1932-07-27
1904,C000293,1942-07-13
1905,C000598,1940-08-28
1906,C000618,1943-05-29
1907,C000646,1939-09-08
1908,C000709,1921-11-09
1909,C000807,1929-04-11
1910,C000836,1947-07-10
1911,D000044,1929-09-22
1912,D000131,1932-07-31
1913,D000326,1925-06-05
1914,D000416,1946-03-02
1915,D000471,1949-01-28
1916,D000586,1921-01-24
1917,D000592,1926-05-12
1918,E000013,1933-01-31
1919,E000031,1950-04-06
1920,E000077,1937-07-12
1921,E000201,1938-12-09
1922,E000284,1921-08-09
1923,F000041,1917-03-09
1924,F000059,1947-10-22
1925,F000435,1941-01-12
1926,G000105,1926-07-03
1927,G000321,1948-03-31
1928,G000402,1941-08-20
1929,G000417,1929-10-16
1930,G000511,1924-08-20
1931,H000124,1922-05-04
1932,H000236,1940-06-29
1933,H000340,1939-07-01
1934,H000343,1922-07-12
1935,H000388,1918-02-17
1936,H000445,1921-06-19
1937,H000547,1948-12-07
1938,H000729,1943-11-28
1939,H000776,1933-10-25
1940,H000788,1936-10-18
1941,H000797,1919-12-12
1942,H000878,1937-07-07
1943,H000901,1941-07-19
1944,I000029,1930-08-23
1945,J000047,1941-05-05
1946,J000083,1933-01-04
1947,J000189,1932-06-10
1948,J000211,1941-08-30
1949,J000256,1913-08-19
1950,J000265,1951-12-18
1951,K000017,1932-07-29
1952,K000307,1926-09-03
1953,K000319,1946-09-27
1954,L000020,1926-09-04
1955,L000226,1913-10-05
1956,L000243,1931-03-23
1957,L000264,1943-06-07
1958,L000479,1947-05-02
1959,L000507,1951-07-18
1960,M000041,1936-01-13
1961,M000139,1935-08-08
1962,M000174,1944-04-26
1963,M000264,1929-11-01
1964,M000432,1950-01-12
1965,M000458,1942-03-27
1966,M000473,1938-12-06
1967,M000573,1952-05-26
1968,M000718,1917-11-01
1969,M000736,1938-05-23
1970,M000881,1935-09-02
1971,M000999,1933-05-13
1972,M001057,1945-11-06
1973,N000003,1943-04-15
1974,N000094,1926-04-29
1975,N000163,1935-02-21
1976,N000171,1938-09-08
1977,O000001,1940-03-05
1978,O000069,1920-02-28
1979,O000156,1937-05-02
1980,P000112,1939-11-18
1981,P000170,1931-09-26
1982,P000193,1918-11-22
1983,P000229,1954-08-06
1984,P000513,1942-03-29
1985,P000556,1934-08-29
1986,P000574,1932-12-19
1987,R000080,1927-02-02
1988,R000189,1943-09-08
1989,R000262,1931-09-01
1990,R000277,1940-10-21
1991,R000383,1924-02-28
1992,R000485,1916-02-10
1993,R000543,1944-01-23
1994,S000081,1925-10-30
1995,S000124,1920-02-06
1996,S000146,1929-08-07
1997,S000269,1937-12-03
1998,S000407,1948-04-26
1999,S000423,1928-11-29
2000,S000429,1931-09-02
2001,S000479,1925-05-20
2002,S000586,1941-04-25
2003,S000673,1940-09-12
2004,S000779,1951-02-22
2005,S000785,1940-10-07
2006,T000034,1946-08-08
2007,T000184,1943-11-20
2008,T000356,1931-07-21
2009,U000001,1922-06-15
2010,V000027,1931-08-26
2011,W000237,1952-07-24
2012,W000258,1927-09-17
2013,W000665,1926-04-09
2014,W000682,1939-11-03
2015,W000781,1920-11-23
2016,Y000014,1927-10-16
2017,B001076,1922-02-06
2018,A000209,1944-02-07
2019,A000211,1953-03-22
2020,A000214,1928-03-27
2021,A000224,1938-07-21
2022,B000008,1949-06-21
2023,B001226,1955-08-07
2024,B000151,1940-08-07
2025,B000392,1923-11-28
2026,B000462,1938-05-19
2027,B000517,1931-08-01
2028,B000880,1922-12-18
2029,B001057,1925-08-12
2030,B001213,1946-10-27
2031,C000178,1943-03-27
2032,C000767,1955-05-22
2033,D000018,1937-08-01
2034,D000051,1943-11-22
