id,polid,firstname,lastname,start_d,end_d,party_affiliation,state,legislative_body,gender,district
1,B000944,Sherrod,Brown,1993-01-05,1995-01-03,Democrat,OH,rep,M,13
2,B000944,Sherrod,Brown,1995-01-04,1997-01-03,Democrat,OH,rep,M,13
3,B000944,Sherrod,Brown,1997-01-07,1999-01-03,Democrat,OH,rep,M,13
4,B000944,Sherrod,Brown,1999-01-06,2001-01-03,Democrat,OH,rep,M,13
5,B000944,Sherrod,Brown,2001-01-03,2003-01-03,Democrat,OH,rep,M,13
6,B000944,Sherrod,Brown,2003-01-07,2005-01-03,Democrat,OH,rep,M,13
7,B000944,Sherrod,Brown,2005-01-04,2007-01-03,Democrat,OH,rep,M,13
8,B000944,Sherrod,Brown,2007-01-04,2013-01-03,Democrat,OH,sen,M,
9,B000944,Sherrod,Brown,2013-01-03,2019-01-03,Democrat,OH,sen,M,
10,B000944,Sherrod,Brown,2019-01-03,2025-01-03,Democrat,OH,sen,M,
11,C000127,Maria,Cantwell,1993-01-05,1995-01-03,Democrat,WA,rep,F,1
12,C000127,Maria,Cantwell,2001-01-03,2007-01-03,Democrat,WA,sen,F,
13,C000127,Maria,Cantwell,2007-01-04,2013-01-03,Democrat,WA,sen,F,
14,C000127,Maria,Cantwell,2013-01-03,2019-01-03,Democrat,WA,sen,F,
15,C000127,Maria,Cantwell,2019-01-03,2025-01-03,Democrat,WA,sen,F,
16,C000141,Benjamin,Cardin,1987-01-06,1989-01-03,Democrat,MD,rep,M,3
17,C000141,Benjamin,Cardin,1989-01-03,1991-01-03,Democrat,MD,rep,M,3
18,C000141,Benjamin,Cardin,1991-01-03,1993-01-03,Democrat,MD,rep,M,3
19,C000141,Benjamin,Cardin,1993-01-05,1995-01-03,Democrat,MD,rep,M,3
20,C000141,Benjamin,Cardin,1995-01-04,1997-01-03,Democrat,MD,rep,M,3
21,C000141,Benjamin,Cardin,1997-01-07,1999-01-03,Democrat,MD,rep,M,3
22,C000141,Benjamin,Cardin,1999-01-06,2001-01-03,Democrat,MD,rep,M,3
23,C000141,Benjamin,Cardin,2001-01-03,2003-01-03,Democrat,MD,rep,M,3
24,C000141,Benjamin,Cardin,2003-01-07,2005-01-03,Democrat,MD,rep,M,3
25,C000141,Benjamin,Cardin,2005-01-04,2007-01-03,Democrat,MD,rep,M,3
26,C000141,Benjamin,Cardin,2007-01-04,2013-01-03,Democrat,MD,sen,M,
27,C000141,Benjamin,Cardin,2013-01-03,2019-01-03,Democrat,MD,sen,M,
28,C000141,Benjamin,Cardin,2019-01-03,2025-01-03,Democrat,MD,sen,M,
29,C000174,Thomas,Carper,1983-01-03,1985-01-03,Democrat,DE,rep,M,0
30,C000174,Thomas,Carper,1985-01-03,1987-01-03,Democrat,DE,rep,M,0
31,C000174,Thomas,Carper,1987-01-06,1989-01-03,Democrat,DE,rep,M,0
32,C000174,Thomas,Carper,1989-01-03,1991-01-03,Democrat,DE,rep,M,0
33,C000174,Thomas,Carper,1991-01-03,1993-01-03,Democrat,DE,rep,M,0
34,C000174,Thomas,Carper,2001-01-03,2007-01-03,Democrat,DE,sen,M,
35,C000174,Thomas,Carper,2007-01-04,2013-01-03,Democrat,DE,sen,M,
36,C000174,Thomas,Carper,2013-01-03,2019-01-03,Democrat,DE,sen,M,
37,C000174,Thomas,Carper,2019-01-03,2025-01-03,Democrat,DE,sen,M,
38,C001070,Robert,Casey,2007-01-04,2013-01-03,Democrat,PA,sen,M,
39,C001070,Robert,Casey,2013-01-03,2019-01-03,Democrat,PA,sen,M,
40,C001070,Robert,Casey,2019-01-03,2025-01-03,Democrat,PA,sen,M,
41,F000062,Dianne,Feinstein,1992-11-10,1995-01-03,Democrat,CA,sen,F,
42,F000062,Dianne,Feinstein,1995-01-04,2001-01-03,Democrat,CA,sen,F,
43,F000062,Dianne,Feinstein,2001-01-03,2007-01-03,Democrat,CA,sen,F,
44,F000062,Dianne,Feinstein,2007-01-04,2013-01-03,Democrat,CA,sen,F,
45,F000062,Dianne,Feinstein,2013-01-03,2019-01-03,Democrat,CA,sen,F,
46,F000062,Dianne,Feinstein,2019-01-03,2025-01-03,Democrat,CA,sen,F,
47,K000367,Amy,Klobuchar,2007-01-04,2013-01-03,Democrat,MN,sen,F,
48,K000367,Amy,Klobuchar,2013-01-03,2019-01-03,Democrat,MN,sen,F,
49,K000367,Amy,Klobuchar,2019-01-03,2025-01-03,Democrat,MN,sen,F,
50,M000639,Robert,Menendez,1993-01-05,1995-01-03,Democrat,NJ,rep,M,13
51,M000639,Robert,Menendez,1995-01-04,1997-01-03,Democrat,NJ,rep,M,13
52,M000639,Robert,Menendez,1997-01-07,1999-01-03,Democrat,NJ,rep,M,13
53,M000639,Robert,Menendez,1999-01-06,2001-01-03,Democrat,NJ,rep,M,13
54,M000639,Robert,Menendez,2001-01-03,2003-01-03,Democrat,NJ,rep,M,13
55,M000639,Robert,Menendez,2003-01-07,2005-01-03,Democrat,NJ,rep,M,13
56,M000639,Robert,Menendez,2005-01-04,2006-01-16,Democrat,NJ,rep,M,13
57,M000639,Robert,Menendez,2006-01-18,2007-01-03,Democrat,NJ,sen,M,
58,M000639,Robert,Menendez,2007-01-04,2013-01-03,Democrat,NJ,sen,M,
59,M000639,Robert,Menendez,2013-01-03,2019-01-03,Democrat,NJ,sen,M,
60,M000639,Robert,Menendez,2019-01-03,2025-01-03,Democrat,NJ,sen,M,
61,S000033,Bernard,Sanders,1991-01-03,1993-01-03,Independent,VT,rep,M,0
62,S000033,Bernard,Sanders,1993-01-05,1995-01-03,Independent,VT,rep,M,0
63,S000033,Bernard,Sanders,1995-01-04,1997-01-03,Independent,VT,rep,M,0
64,S000033,Bernard,Sanders,1997-01-07,1999-01-03,Independent,VT,rep,M,0
65,S000033,Bernard,Sanders,1999-01-06,2001-01-03,Independent,VT,rep,M,0
66,S000033,Bernard,Sanders,2001-01-03,2003-01-03,Independent,VT,rep,M,0
67,S000033,Bernard,Sanders,2003-01-07,2005-01-03,Independent,VT,rep,M,0
68,S000033,Bernard,Sanders,2005-01-04,2007-01-03,Independent,VT,rep,M,0
69,S000033,Bernard,Sanders,2007-01-04,2013-01-03,Independent,VT,sen,M,
70,S000033,Bernard,Sanders,2013-01-03,2019-01-03,Independent,VT,sen,M,
71,S000033,Bernard,Sanders,2019-01-03,2025-01-03,Independent,VT,sen,M,
72,S000770,Debbie,Stabenow,1997-01-07,1999-01-03,Democrat,MI,rep,F,8
73,S000770,Debbie,Stabenow,1999-01-06,2001-01-03,Democrat,MI,rep,F,8
74,S000770,Debbie,Stabenow,2001-01-03,2007-01-03,Democrat,MI,sen,F,
75,S000770,Debbie,Stabenow,2007-01-04,2013-01-03,Democrat,MI,sen,F,
76,S000770,Debbie,Stabenow,2013-01-03,2019-01-03,Democrat,MI,sen,F,
77,S000770,Debbie,Stabenow,2019-01-03,2025-01-03,Democrat,MI,sen,F,
78,T000464,Jon,Tester,2007-01-04,2013-01-03,Democrat,MT,sen,M,
79,T000464,Jon,Tester,2013-01-03,2019-01-03,Democrat,MT,sen,M,
80,T000464,Jon,Tester,2019-01-03,2025-01-03,Democrat,MT,sen,M,
81,W000802,Sheldon,Whitehouse,2007-01-04,2013-01-03,Democrat,RI,sen,M,
82,W000802,Sheldon,Whitehouse,2013-01-03,2019-01-03,Democrat,RI,sen,M,
83,W000802,Sheldon,Whitehouse,2019-01-03,2025-01-03,Democrat,RI,sen,M,
84,B001261,John,Barrasso,2007-06-25,2013-01-03,Republican,WY,sen,M,
85,B001261,John,Barrasso,2013-01-03,2019-01-03,Republican,WY,sen,M,
86,B001261,John,Barrasso,2019-01-03,2025-01-03,Republican,WY,sen,M,
87,W000437,Roger,Wicker,1995-01-04,1997-01-03,Republican,MS,rep,M,1
88,W000437,Roger,Wicker,1997-01-07,1999-01-03,Republican,MS,rep,M,1
89,W000437,Roger,Wicker,1999-01-06,2001-01-03,Republican,MS,rep,M,1
90,W000437,Roger,Wicker,2001-01-03,2003-01-03,Republican,MS,rep,M,1
91,W000437,Roger,Wicker,2003-01-07,2005-01-03,Republican,MS,rep,M,1
92,W000437,Roger,Wicker,2005-01-04,2007-01-03,Republican,MS,rep,M,1
93,W000437,Roger,Wicker,2007-01-04,2007-12-31,Republican,MS,rep,M,1
94,W000437,Roger,Wicker,2007-12-31,2013-01-03,Republican,MS,sen,M,
95,W000437,Roger,Wicker,2013-01-03,2019-01-03,Republican,MS,sen,M,
96,W000437,Roger,Wicker,2019-01-03,2025-01-03,Republican,MS,sen,M,
97,A000360,Lamar,Alexander,2003-01-07,2009-01-03,Republican,TN,sen,M,
98,A000360,Lamar,Alexander,2009-01-06,2015-01-03,Republican,TN,sen,M,
99,A000360,Lamar,Alexander,2015-01-06,2021-01-03,Republican,TN,sen,M,
100,C001035,Susan,Collins,1997-01-07,2003-01-03,Republican,ME,sen,F,
101,C001035,Susan,Collins,2003-01-07,2009-01-03,Republican,ME,sen,F,
102,C001035,Susan,Collins,2009-01-06,2015-01-03,Republican,ME,sen,F,
103,C001035,Susan,Collins,2015-01-06,2021-01-03,Republican,ME,sen,F,
104,C001056,John,Cornyn,2002-11-30,2003-01-03,Republican,TX,sen,M,
105,C001056,John,Cornyn,2003-01-07,2009-01-03,Republican,TX,sen,M,
106,C001056,John,Cornyn,2009-01-06,2015-01-03,Republican,TX,sen,M,
107,C001056,John,Cornyn,2015-01-06,2021-01-03,Republican,TX,sen,M,
108,D000563,Richard,Durbin,1983-01-03,1985-01-03,Democrat,IL,rep,M,20
109,D000563,Richard,Durbin,1985-01-03,1987-01-03,Democrat,IL,rep,M,20
110,D000563,Richard,Durbin,1987-01-06,1989-01-03,Democrat,IL,rep,M,20
111,D000563,Richard,Durbin,1989-01-03,1991-01-03,Democrat,IL,rep,M,20
112,D000563,Richard,Durbin,1991-01-03,1993-01-03,Democrat,IL,rep,M,20
113,D000563,Richard,Durbin,1993-01-05,1995-01-03,Democrat,IL,rep,M,20
114,D000563,Richard,Durbin,1995-01-04,1997-01-03,Democrat,IL,rep,M,20
115,D000563,Richard,Durbin,1997-01-07,2003-01-03,Democrat,IL,sen,M,
116,D000563,Richard,Durbin,2003-01-07,2009-01-03,Democrat,IL,sen,M,
117,D000563,Richard,Durbin,2009-01-06,2015-01-03,Democrat,IL,sen,M,
118,D000563,Richard,Durbin,2015-01-06,2021-01-03,Democrat,IL,sen,M,
119,E000285,Michael,Enzi,1997-01-07,2003-01-03,Republican,WY,sen,M,
120,E000285,Michael,Enzi,2003-01-07,2009-01-03,Republican,WY,sen,M,
121,E000285,Michael,Enzi,2009-01-06,2015-01-03,Republican,WY,sen,M,
122,E000285,Michael,Enzi,2015-01-06,2021-01-03,Republican,WY,sen,M,
123,G000359,Lindsey,Graham,1995-01-04,1997-01-03,Republican,SC,rep,M,3
124,G000359,Lindsey,Graham,1997-01-07,1999-01-03,Republican,SC,rep,M,3
125,G000359,Lindsey,Graham,1999-01-06,2001-01-03,Republican,SC,rep,M,3
126,G000359,Lindsey,Graham,2001-01-03,2003-01-03,Republican,SC,rep,M,3
127,G000359,Lindsey,Graham,2003-01-07,2009-01-03,Republican,SC,sen,M,
128,G000359,Lindsey,Graham,2009-01-06,2015-01-03,Republican,SC,sen,M,
129,G000359,Lindsey,Graham,2015-01-06,2021-01-03,Republican,SC,sen,M,
130,I000024,James,Inhofe,1987-01-06,1989-01-03,Republican,OK,rep,M,1
131,I000024,James,Inhofe,1989-01-03,1991-01-03,Republican,OK,rep,M,1
132,I000024,James,Inhofe,1991-01-03,1993-01-03,Republican,OK,rep,M,1
133,I000024,James,Inhofe,1993-01-05,1994-11-15,Republican,OK,rep,M,1
134,I000024,James,Inhofe,1994-11-17,1997-01-03,Republican,OK,sen,M,
135,I000024,James,Inhofe,1997-01-07,2003-01-03,Republican,OK,sen,M,
136,I000024,James,Inhofe,2003-01-07,2009-01-03,Republican,OK,sen,M,
137,I000024,James,Inhofe,2009-01-06,2015-01-03,Republican,OK,sen,M,
138,I000024,James,Inhofe,2015-01-06,2021-01-03,Republican,OK,sen,M,
139,M000355,Mitch,McConnell,1985-01-03,1991-01-03,Republican,KY,sen,M,
140,M000355,Mitch,McConnell,1991-01-03,1997-01-03,Republican,KY,sen,M,
141,M000355,Mitch,McConnell,1997-01-07,2003-01-03,Republican,KY,sen,M,
142,M000355,Mitch,McConnell,2003-01-07,2009-01-03,Republican,KY,sen,M,
143,M000355,Mitch,McConnell,2009-01-06,2015-01-03,Republican,KY,sen,M,
144,M000355,Mitch,McConnell,2015-01-06,2021-01-03,Republican,KY,sen,M,
145,M001176,Jeff,Merkley,2009-01-06,2015-01-03,Democrat,OR,sen,M,
146,M001176,Jeff,Merkley,2015-01-06,2021-01-03,Democrat,OR,sen,M,
147,R000122,John,Reed,1991-01-03,1993-01-03,Democrat,RI,rep,M,2
148,R000122,John,Reed,1993-01-05,1995-01-03,Democrat,RI,rep,M,2
149,R000122,John,Reed,1995-01-04,1997-01-03,Democrat,RI,rep,M,2
150,R000122,John,Reed,1997-01-07,2003-01-03,Democrat,RI,sen,M,
151,R000122,John,Reed,2003-01-07,2009-01-03,Democrat,RI,sen,M,
152,R000122,John,Reed,2009-01-06,2015-01-03,Democrat,RI,sen,M,
153,R000122,John,Reed,2015-01-06,2021-01-03,Democrat,RI,sen,M,
154,R000584,James,Risch,2009-01-06,2015-01-03,Republican,ID,sen,M,
155,R000584,James,Risch,2015-01-06,2021-01-03,Republican,ID,sen,M,
156,R000307,Pat,Roberts,1981-01-05,1983-01-03,Republican,KS,rep,M,1
157,R000307,Pat,Roberts,1983-01-03,1985-01-03,Republican,KS,rep,M,1
158,R000307,Pat,Roberts,1985-01-03,1987-01-03,Republican,KS,rep,M,1
159,R000307,Pat,Roberts,1987-01-06,1989-01-03,Republican,KS,rep,M,1
160,R000307,Pat,Roberts,1989-01-03,1991-01-03,Republican,KS,rep,M,1
161,R000307,Pat,Roberts,1991-01-03,1993-01-03,Republican,KS,rep,M,1
162,R000307,Pat,Roberts,1993-01-05,1995-01-03,Republican,KS,rep,M,1
163,R000307,Pat,Roberts,1995-01-04,1997-01-03,Republican,KS,rep,M,1
164,R000307,Pat,Roberts,1997-01-07,2003-01-03,Republican,KS,sen,M,
165,R000307,Pat,Roberts,2003-01-07,2009-01-03,Republican,KS,sen,M,
166,R000307,Pat,Roberts,2009-01-06,2015-01-03,Republican,KS,sen,M,
167,R000307,Pat,Roberts,2015-01-06,2021-01-03,Republican,KS,sen,M,
168,S001181,Jeanne,Shaheen,2009-01-06,2015-01-03,Democrat,NH,sen,F,
169,S001181,Jeanne,Shaheen,2015-01-06,2021-01-03,Democrat,NH,sen,F,
170,U000039,Tom,Udall,1999-01-06,2001-01-03,Democrat,NM,rep,M,3
171,U000039,Tom,Udall,2001-01-03,2003-01-03,Democrat,NM,rep,M,3
172,U000039,Tom,Udall,2003-01-07,2005-01-03,Democrat,NM,rep,M,3
173,U000039,Tom,Udall,2005-01-04,2007-01-03,Democrat,NM,rep,M,3
174,U000039,Tom,Udall,2007-01-04,2009-01-03,Democrat,NM,rep,M,3
175,U000039,Tom,Udall,2009-01-06,2015-01-03,Democrat,NM,sen,M,
176,U000039,Tom,Udall,2015-01-06,2021-01-03,Democrat,NM,sen,M,
177,W000805,Mark,Warner,2009-01-06,2015-01-03,Democrat,VA,sen,M,
178,W000805,Mark,Warner,2015-01-06,2021-01-03,Democrat,VA,sen,M,
179,G000555,Kirsten,Gillibrand,2007-01-04,2009-01-03,Democrat,NY,rep,F,20
180,G000555,Kirsten,Gillibrand,2009-01-06,2009-01-26,Democrat,NY,rep,F,20
181,G000555,Kirsten,Gillibrand,2009-01-27,2013-01-03,Democrat,NY,sen,F,
182,G000555,Kirsten,Gillibrand,2013-01-03,2019-01-03,Democrat,NY,sen,F,
183,G000555,Kirsten,Gillibrand,2019-01-03,2025-01-03,Democrat,NY,sen,F,
184,C001088,Chris,Coons,2010-11-15,2015-01-03,Democrat,DE,sen,M,
185,C001088,Chris,Coons,2015-01-06,2021-01-03,Democrat,DE,sen,M,
186,M001183,Joe,Manchin,2010-11-15,2013-01-03,Democrat,WV,sen,M,
187,M001183,Joe,Manchin,2013-01-03,2019-01-03,Democrat,WV,sen,M,
188,M001183,Joe,Manchin,2019-01-03,2025-01-03,Democrat,WV,sen,M,
189,A000055,Robert,Aderholt,1997-01-07,1999-01-03,Republican,AL,rep,M,4
190,A000055,Robert,Aderholt,1999-01-06,2001-01-03,Republican,AL,rep,M,4
191,A000055,Robert,Aderholt,2001-01-03,2003-01-03,Republican,AL,rep,M,4
192,A000055,Robert,Aderholt,2003-01-07,2005-01-03,Republican,AL,rep,M,4
193,A000055,Robert,Aderholt,2005-01-04,2007-01-03,Republican,AL,rep,M,4
194,A000055,Robert,Aderholt,2007-01-04,2009-01-03,Republican,AL,rep,M,4
195,A000055,Robert,Aderholt,2009-01-06,2011-01-03,Republican,AL,rep,M,4
196,A000055,Robert,Aderholt,2011-01-05,2013-01-03,Republican,AL,rep,M,4
197,A000055,Robert,Aderholt,2013-01-03,2015-01-03,Republican,AL,rep,M,4
198,A000055,Robert,Aderholt,2015-01-06,2017-01-03,Republican,AL,rep,M,4
199,A000055,Robert,Aderholt,2017-01-03,2019-01-03,Republican,AL,rep,M,4
200,A000055,Robert,Aderholt,2019-01-03,2021-01-03,Republican,AL,rep,M,4
201,A000367,Justin,Amash,2011-01-05,2013-01-03,Republican,MI,rep,M,3
202,A000367,Justin,Amash,2013-01-03,2015-01-03,Republican,MI,rep,M,3
203,A000367,Justin,Amash,2015-01-06,2017-01-03,Republican,MI,rep,M,3
204,A000367,Justin,Amash,2017-01-03,2019-01-03,Republican,MI,rep,M,3
205,A000367,Justin,Amash,2019-01-03,2021-01-03,Independent,MI,rep,M,3
206,B001230,Tammy,Baldwin,1999-01-06,2001-01-03,Democrat,WI,rep,F,2
207,B001230,Tammy,Baldwin,2001-01-03,2003-01-03,Democrat,WI,rep,F,2
208,B001230,Tammy,Baldwin,2003-01-07,2005-01-03,Democrat,WI,rep,F,2
209,B001230,Tammy,Baldwin,2005-01-04,2007-01-03,Democrat,WI,rep,F,2
210,B001230,Tammy,Baldwin,2007-01-04,2009-01-03,Democrat,WI,rep,F,2
211,B001230,Tammy,Baldwin,2009-01-06,2011-01-03,Democrat,WI,rep,F,2
212,B001230,Tammy,Baldwin,2011-01-05,2013-01-03,Democrat,WI,rep,F,2
213,B001230,Tammy,Baldwin,2013-01-03,2019-01-03,Democrat,WI,sen,F,
214,B001230,Tammy,Baldwin,2019-01-03,2025-01-03,Democrat,WI,sen,F,
215,B001270,Karen,Bass,2011-01-05,2013-01-03,Democrat,CA,rep,F,33
216,B001270,Karen,Bass,2013-01-03,2015-01-03,Democrat,CA,rep,F,37
217,B001270,Karen,Bass,2015-01-06,2017-01-03,Democrat,CA,rep,F,37
218,B001270,Karen,Bass,2017-01-03,2019-01-03,Democrat,CA,rep,F,37
219,B001270,Karen,Bass,2019-01-03,2021-01-03,Democrat,CA,rep,F,37
220,B001267,Michael,Bennet,2009-01-22,2011-01-03,Democrat,CO,sen,M,
221,B001267,Michael,Bennet,2011-01-05,2017-01-03,Democrat,CO,sen,M,
222,B001267,Michael,Bennet,2017-01-03,2023-01-03,Democrat,CO,sen,M,
223,B001257,Gus,Bilirakis,2007-01-04,2009-01-03,Republican,FL,rep,M,9
224,B001257,Gus,Bilirakis,2009-01-06,2011-01-03,Republican,FL,rep,M,9
225,B001257,Gus,Bilirakis,2011-01-05,2013-01-03,Republican,FL,rep,M,9
226,B001257,Gus,Bilirakis,2013-01-03,2015-01-03,Republican,FL,rep,M,12
227,B001257,Gus,Bilirakis,2015-01-06,2017-01-03,Republican,FL,rep,M,12
228,B001257,Gus,Bilirakis,2017-01-03,2019-01-03,Republican,FL,rep,M,12
229,B001257,Gus,Bilirakis,2019-01-03,2021-01-03,Republican,FL,rep,M,12
230,B001250,Rob,Bishop,2003-01-07,2005-01-03,Republican,UT,rep,M,1
231,B001250,Rob,Bishop,2005-01-04,2007-01-03,Republican,UT,rep,M,1
232,B001250,Rob,Bishop,2007-01-04,2009-01-03,Republican,UT,rep,M,1
233,B001250,Rob,Bishop,2009-01-06,2011-01-03,Republican,UT,rep,M,1
234,B001250,Rob,Bishop,2011-01-05,2013-01-03,Republican,UT,rep,M,1
235,B001250,Rob,Bishop,2013-01-03,2015-01-03,Republican,UT,rep,M,1
236,B001250,Rob,Bishop,2015-01-06,2017-01-03,Republican,UT,rep,M,1
237,B001250,Rob,Bishop,2017-01-03,2019-01-03,Republican,UT,rep,M,1
238,B001250,Rob,Bishop,2019-01-03,2021-01-03,Republican,UT,rep,M,1
239,B000490,Sanford,Bishop,1993-01-05,1995-01-03,Democrat,GA,rep,M,2
240,B000490,Sanford,Bishop,1995-01-04,1997-01-03,Democrat,GA,rep,M,2
241,B000490,Sanford,Bishop,1997-01-07,1999-01-03,Democrat,GA,rep,M,2
242,B000490,Sanford,Bishop,1999-01-06,2001-01-03,Democrat,GA,rep,M,2
243,B000490,Sanford,Bishop,2001-01-03,2003-01-03,Democrat,GA,rep,M,2
244,B000490,Sanford,Bishop,2003-01-07,2005-01-03,Democrat,GA,rep,M,2
245,B000490,Sanford,Bishop,2005-01-04,2007-01-03,Democrat,GA,rep,M,2
246,B000490,Sanford,Bishop,2007-01-04,2009-01-03,Democrat,GA,rep,M,2
247,B000490,Sanford,Bishop,2009-01-06,2011-01-03,Democrat,GA,rep,M,2
248,B000490,Sanford,Bishop,2011-01-05,2013-01-03,Democrat,GA,rep,M,2
249,B000490,Sanford,Bishop,2013-01-03,2015-01-03,Democrat,GA,rep,M,2
250,B000490,Sanford,Bishop,2015-01-06,2017-01-03,Democrat,GA,rep,M,2
251,B000490,Sanford,Bishop,2017-01-03,2019-01-03,Democrat,GA,rep,M,2
252,B000490,Sanford,Bishop,2019-01-03,2021-01-03,Democrat,GA,rep,M,2
253,B001243,Marsha,Blackburn,2003-01-07,2005-01-03,Republican,TN,rep,F,7
254,B001243,Marsha,Blackburn,2005-01-04,2007-01-03,Republican,TN,rep,F,7
255,B001243,Marsha,Blackburn,2007-01-04,2009-01-03,Republican,TN,rep,F,7
256,B001243,Marsha,Blackburn,2009-01-06,2011-01-03,Republican,TN,rep,F,7
257,B001243,Marsha,Blackburn,2011-01-05,2013-01-03,Republican,TN,rep,F,7
258,B001243,Marsha,Blackburn,2013-01-03,2015-01-03,Republican,TN,rep,F,7
259,B001243,Marsha,Blackburn,2015-01-06,2017-01-03,Republican,TN,rep,F,7
260,B001243,Marsha,Blackburn,2017-01-03,2019-01-03,Republican,TN,rep,F,7
261,B001243,Marsha,Blackburn,2019-01-03,2025-01-03,Republican,TN,sen,F,
262,B000574,Earl,Blumenauer,1996-05-21,1997-01-03,Democrat,OR,rep,M,3
263,B000574,Earl,Blumenauer,1997-01-07,1999-01-03,Democrat,OR,rep,M,3
264,B000574,Earl,Blumenauer,1999-01-06,2001-01-03,Democrat,OR,rep,M,3
265,B000574,Earl,Blumenauer,2001-01-03,2003-01-03,Democrat,OR,rep,M,3
266,B000574,Earl,Blumenauer,2003-01-07,2005-01-03,Democrat,OR,rep,M,3
267,B000574,Earl,Blumenauer,2005-01-04,2007-01-03,Democrat,OR,rep,M,3
268,B000574,Earl,Blumenauer,2007-01-04,2009-01-03,Democrat,OR,rep,M,3
269,B000574,Earl,Blumenauer,2009-01-06,2011-01-03,Democrat,OR,rep,M,3
270,B000574,Earl,Blumenauer,2011-01-05,2013-01-03,Democrat,OR,rep,M,3
271,B000574,Earl,Blumenauer,2013-01-03,2015-01-03,Democrat,OR,rep,M,3
272,B000574,Earl,Blumenauer,2015-01-06,2017-01-03,Democrat,OR,rep,M,3
273,B000574,Earl,Blumenauer,2017-01-03,2019-01-03,Democrat,OR,rep,M,3
274,B000574,Earl,Blumenauer,2019-01-03,2021-01-03,Democrat,OR,rep,M,3
275,B001277,Richard,Blumenthal,2011-01-05,2017-01-03,Democrat,CT,sen,M,
276,B001277,Richard,Blumenthal,2017-01-03,2023-01-03,Democrat,CT,sen,M,
277,B000575,Roy,Blunt,1997-01-07,1999-01-03,Republican,MO,rep,M,7
278,B000575,Roy,Blunt,1999-01-06,2001-01-03,Republican,MO,rep,M,7
279,B000575,Roy,Blunt,2001-01-03,2003-01-03,Republican,MO,rep,M,7
280,B000575,Roy,Blunt,2003-01-07,2005-01-03,Republican,MO,rep,M,7
281,B000575,Roy,Blunt,2005-01-04,2007-01-03,Republican,MO,rep,M,7
282,B000575,Roy,Blunt,2007-01-04,2009-01-03,Republican,MO,rep,M,7
283,B000575,Roy,Blunt,2009-01-06,2011-01-03,Republican,MO,rep,M,7
284,B000575,Roy,Blunt,2011-01-05,2017-01-03,Republican,MO,sen,M,
285,B000575,Roy,Blunt,2017-01-03,2023-01-03,Republican,MO,sen,M,
286,B001236,John,Boozman,2001-11-29,2003-01-03,Republican,AR,rep,M,3
287,B001236,John,Boozman,2003-01-07,2005-01-03,Republican,AR,rep,M,3
288,B001236,John,Boozman,2005-01-04,2007-01-03,Republican,AR,rep,M,3
289,B001236,John,Boozman,2007-01-04,2009-01-03,Republican,AR,rep,M,3
290,B001236,John,Boozman,2009-01-06,2011-01-03,Republican,AR,rep,M,3
291,B001236,John,Boozman,2011-01-05,2017-01-03,Republican,AR,sen,M,
292,B001236,John,Boozman,2017-01-03,2023-01-03,Republican,AR,sen,M,
293,B000755,Kevin,Brady,1997-01-07,1999-01-03,Republican,TX,rep,M,8
294,B000755,Kevin,Brady,1999-01-06,2001-01-03,Republican,TX,rep,M,8
295,B000755,Kevin,Brady,2001-01-03,2003-01-03,Republican,TX,rep,M,8
296,B000755,Kevin,Brady,2003-01-07,2005-01-03,Republican,TX,rep,M,8
297,B000755,Kevin,Brady,2005-01-04,2007-01-03,Republican,TX,rep,M,8
298,B000755,Kevin,Brady,2007-01-04,2009-01-03,Republican,TX,rep,M,8
299,B000755,Kevin,Brady,2009-01-06,2011-01-03,Republican,TX,rep,M,8
300,B000755,Kevin,Brady,2011-01-05,2013-01-03,Republican,TX,rep,M,8
301,B000755,Kevin,Brady,2013-01-03,2015-01-03,Republican,TX,rep,M,8
302,B000755,Kevin,Brady,2015-01-06,2017-01-03,Republican,TX,rep,M,8
303,B000755,Kevin,Brady,2017-01-03,2019-01-03,Republican,TX,rep,M,8
304,B000755,Kevin,Brady,2019-01-03,2021-01-03,Republican,TX,rep,M,8
305,B001274,Mo,Brooks,2011-01-05,2013-01-03,Republican,AL,rep,M,5
306,B001274,Mo,Brooks,2013-01-03,2015-01-03,Republican,AL,rep,M,5
307,B001274,Mo,Brooks,2015-01-06,2017-01-03,Republican,AL,rep,M,5
308,B001274,Mo,Brooks,2017-01-03,2019-01-03,Republican,AL,rep,M,5
309,B001274,Mo,Brooks,2019-01-03,2021-01-03,Republican,AL,rep,M,5
310,B001260,Vern,Buchanan,2007-01-04,2009-01-03,Republican,FL,rep,M,13
311,B001260,Vern,Buchanan,2009-01-06,2011-01-03,Republican,FL,rep,M,13
312,B001260,Vern,Buchanan,2011-01-05,2013-01-03,Republican,FL,rep,M,13
313,B001260,Vern,Buchanan,2013-01-03,2015-01-03,Republican,FL,rep,M,16
314,B001260,Vern,Buchanan,2015-01-06,2017-01-03,Republican,FL,rep,M,16
315,B001260,Vern,Buchanan,2017-01-03,2019-01-03,Republican,FL,rep,M,16
316,B001260,Vern,Buchanan,2019-01-03,2021-01-03,Republican,FL,rep,M,16
317,B001275,Larry,Bucshon,2011-01-05,2013-01-03,Republican,IN,rep,M,8
318,B001275,Larry,Bucshon,2013-01-03,2015-01-03,Republican,IN,rep,M,8
319,B001275,Larry,Bucshon,2015-01-06,2017-01-03,Republican,IN,rep,M,8
